Sparta;28;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (28, 3, '');"
Malte;29;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (29, 3, '');"
Malte;30;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (30, 3, '');"
Malte;31;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (31, 3, '');"
Golden Dragon;32;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (32, 3, '');"
Golden Dragon;33;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (33, 3, '');"
Golden Dragon;34;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (34, 3, '');"
Riegel;35;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (35, 3, '');"
Ritter;36;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (36, 3, '');"
Ritter;37;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (37, 3, '');"
Ritter;38;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (38, 3, '');"
Sport;39;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (39, 3, '');"
Sport;40;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (40, 3, '');"
Sport;41;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (41, 3, '');"
Schoko;42;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (42, 3, '');"
Schoko;43;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (43, 3, '');"
Schoko;44;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (44, 3, '');"
Lennon;45;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (45, 3, '');"
Mc Cartney;46;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (46, 3, '');"
Harrison;47;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (47, 3, '');"
Star;48;3;;Fütterung carnivor 3x/Woche;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (48, 3, '');"
Giesela;49;13;;Fütterung vegetarisch 1x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (49, 13, '');"
Giesela;50;13;;Fütterung vegetarisch 1x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (50, 13, '');"
Günther;51;13;;Fütterung vegetarisch 1x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (51, 13, '');"
Günther;52;13;;Fütterung vegetarisch 1x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (52, 13, '');"
Shy Guy;53;14;;Fütterung vegetarisch 2x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (53, 14, '');"
Shy Guy;54;14;;Fütterung vegetarisch 2x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (54, 14, '');"
Nagini;55;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (55, 15, '');"
Sandy;56;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (56, 15, '');"
Gaara;57;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (57, 15, '');"
Tonks;58;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (58, 15, '');"
NoOne;59;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (59, 15, '');"
Quitschie;60;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (60, 15, '');"
Exo;61;15;;Fütterung vegetarisch 3x;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (61, 15, '');"
Tageslichtlampe groß;62;16;;"Lagerprüfdienste/
Verbrauchsmittelpflege";"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (62, 16, '');"
Tageslichtlampe mittel;63;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (63, 16, '');"
Tageslichtlampe klein;64;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (64, 16, '');"
Wärmelampe groß;65;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (65, 16, '');"
Wärmelampe mittel;66;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (66, 16, '');"
Wärmelampe klein;67;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (67, 16, '');"
UV-Lampe groß;68;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (68, 16, '');"
UV-Lampe mittel;69;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (69, 16, '');"
UV-Lampe klein;70;16;;Leuchtmittel prüfen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (70, 16, '');"
Topfpflanze klein;71;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (71, 20, '');"
Topfpflanze mittel;72;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (72, 20, '');"
Topfpflanze groß;73;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (73, 20, '');"
künstliche Topflanze;74;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (74, 20, '');"
künstliche Pflanze;75;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (75, 20, '');"
künstliches Pflanzenteil;76;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (76, 20, '');"
Rindenmulch fein;77;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (77, 23, '');"
Rindenmulch grob;78;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (78, 23, '');"
Sand;79;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (79, 23, '');"
Sandimitat;80;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (80, 23, '');"
Moos;81;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (81, 23, '');"
Holzteil klein;82;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (82, 20, '');"
Holzteil groß;83;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (83, 20, '');"
Häuschen/Unterschlupf;84;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (84, 20, '');"
Steinplatte;85;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (85, 20, '');"
Stein;86;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (86, 20, '');"
Aquariumfilter;87;21;;Lager prüfen, halbjährig;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (87, 21, '');"
Schwimmbecken klein;88;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (88, 20, '');"
Schwimmbecken mittel;89;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (89, 20, '');"
Schwimmbecken groß;90;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (90, 20, '');"
Wasserschale;91;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (91, 20, '');"
Kies;92;23;;Lager prüfen, monatlich;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (92, 23, '');"
Aquarium klein;93;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (93, 20, '');"
Algen;94;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (94, 20, '');"
Kokosnusschale;95;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (95, 20, '');"
Aquarium groß;96;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (96, 20, '');"
Muschel;97;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (97, 20, '');"
Sisalring;98;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (98, 20, '');"
Dripper;99;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (99, 20, '');"
Salatschale;100;20;;Inventur;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (100, 20, '');"
Terrarium 1;101;4;;Terrariendienste: Frischwasser;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (101, 4, '');"
Terrarium 2;102;5;;Bodenbelagreinigung;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (102, 5, '');"
Terrarium 3;103;6;;Gießen;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (103, 6, '');"
Terrarium 4;104;7;;Terrarienglasreinigung;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (104, 7, '');"
Terrarium 5;105;8;;Terrariumgeneralreinigung;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (105, 8, '');"
Terrarium 6;106;9;;Sprühen morgens;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (106, 9, '');"
Terrarium 7;107;10;;Sprühen mittags;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (107, 10, '');"
Terrarium 8;108;11;;Sprühen abends;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (108, 11, '');"
Terrarium 9;109;12;;Terrariumreinigung;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (109, 12, '');"
Terrarium 10;110;18;;Wasserbeckenreinigung;"INSERT INTO Arbeitsdienste (AD_ID, AT_ID, Faelligkeit) VALUES (110, 18, '');"
;111;;;;
;112;;;;
;113;;;;
;114;;;;
;115;;;;
